Material ID,Polymer Name (Formula),Decomposition Energy (eV/atom),Density (g/cm³),Thermal Conductivity (W/m·K),Heat Capacity (J/g·K)
mp-1205285,H6CIN3(OF)2,N/A,2.127825454418152,0.2,1.5
mp-557379,P2H6C4N2Cl2O,N/A,1.595447827050827,0.2,1.5
mp-696020,CaRe2H6C(NO5)2,N/A,3.595310446696619,0.2,1.5
mp-698293,VPH6C2N3O7,N/A,2.121019328,0.2,1.5
mp-698522,Sb3P2H6C2NO9,N/A,3.116164553,0.2,1.5
mp-720849,Na2H6PtC4N4O3,N/A,2.5585377259539612,0.2,1.5
mp-728713,Na2NiH6C4N4O3,N/A,1.793006755221294,0.2,1.5
mp-766416,K2UH6C2SO13,N/A,2.931281636122627,0.2,1.5
mp-1199928,NaH6CN2ClO2,N/A,1.478371007051986,0.2,1.5
mp-1202476,Cu2H6Pb5C(SO7)3,N/A,5.4288029745054684,0.2,1.5
mp-699265,BH6Ru3C6O19F4,N/A,2.312938137616921,0.2,1.5
mp-1204973,Cd3H6C2I6(NO)2,N/A,3.883207171652372,0.2,1.5
mp-1200508,RbPH6C2(NO)4,N/A,2.199429995725919,0.2,1.5
mp-1202391,KPH6C2(NO)4,N/A,1.8960066721976832,0.2,1.5
mp-684743,GaGe5H6C4NO12,N/A,2.973003645414805,0.2,1.5
mp-977569,NaH6CN2ClO2,N/A,1.563897210208038,0.2,1.5
mp-720283,K2H6PtC4N4O3,N/A,2.561437193,0.2,1.5
mp-1203908,Ga3P3H6CNO13,N/A,2.788425317101694,0.2,1.5
mp-1214013,CrH6CN3ClO3,N/A,1.738211244268512,0.2,1.5
mp-555728,H6C3SN3O2F3,N/A,1.5416703412995072,0.2,1.5
mp-555563,PH6C2S2N(ClO2)2,N/A,1.693746919595066,0.2,1.5
mp-605461,K3UH6C5SNO13,N/A,2.557975323356009,0.2,1.5
mp-1197034,NaMnH6C3S3(NO)3,N/A,1.662510874162633,0.2,1.5
mp-696179,KNaH6PtC4N4O3,N/A,2.592528203719824,0.2,1.5
mp-696308,B3H7CO,N/A,0.7866371017533461,0.2,1.5
mp-1212710,H7C2N9O2,N/A,1.406082157248756,0.2,1.5
mp-1212918,H7C4(N3O2)3,N/A,1.611274611451126,0.2,1.5
mp-557248,H7C(NO)3,N/A,1.445300609984478,0.2,1.5
mp-1210530,Na3H7(CO3)2,N/A,1.7025887560466422,0.2,1.5
mp-733610,H7C3N3O5,N/A,1.590813024,0.2,1.5
mp-1200776,H7C2N7O6,N/A,1.465834024917482,0.2,1.5
mp-1202429,FeH7(CO2)4,N/A,2.054496486601504,0.2,1.5
mp-1237354,H7C2N7O6,N/A,1.6733544568655851,0.2,1.5
mp-698158,VH7(CO2)4,N/A,1.8797241850597142,0.2,1.5
mp-721753,CsH7(C2O5)2,N/A,2.240597614991597,0.2,1.5
mp-1212804,H7C4(N3O2)3,N/A,1.523771585848654,0.2,1.5
mp-1199577,H7C7(NO2)3,N/A,1.346126614759479,0.2,1.5
mp-1196220,TbH7C4O11,N/A,2.549009549458692,0.2,1.5
mp-554793,YH7C4O11,N/A,2.136639712781457,0.2,1.5
mp-1200356,H7CSeN3O4,N/A,1.991703101133925,0.2,1.5
mp-1202388,H7C2N4ClO5,N/A,1.7523187739566422,0.2,1.5
mp-1204011,AgH7CN8O7,N/A,2.154300974523599,0.2,1.5
mp-1207713,ZnH7C4N3O7,N/A,2.084540964313072,0.2,1.5
mp-1211657,MnH7C4N3O7,N/A,1.9215347180919662,0.2,1.5
mp-1212675,H7C2SN5O3,N/A,1.354006677540586,0.2,1.5
mp-601190,H7WC7NO5,N/A,2.220436167583043,0.2,1.5
mp-601383,H7CSeN3O4,N/A,1.479912771877753,0.2,1.5
mp-735063,H7CSN3O4,N/A,1.685396900255753,0.2,1.5
mp-863008,Fe2B3H7(CO)6,N/A,1.706914792619238,0.2,1.5
mp-1194724,MnH7C3NO6,N/A,1.669169002,0.2,1.5
mp-1195522,CoH7C3NO6,N/A,1.807830903615917,0.2,1.5
mp-1197765,MgH7C3NO6,N/A,1.505742671702441,0.2,1.5
mp-1203197,FeH7C3NO6,N/A,1.729456146,0.2,1.5
mp-1204510,ZnH7C3NO6,N/A,1.8485789918125861,0.2,1.5
mp-1195955,CuH7C3NO6,N/A,1.791358935966913,0.2,1.5
mp-1198880,ZnH7C3NO7,N/A,1.912241752811125,0.2,1.5
mp-1201597,NiH7C3NO7,N/A,2.032631310451676,0.2,1.5
mp-1201936,MgH7C3NO7,N/A,1.6069045067106602,0.2,1.5
mp-1203013,CoH7C3NO7,N/A,1.888550885619483,0.2,1.5
mp-1203596,MnH7C3NO7,N/A,1.739988013101649,0.2,1.5
mp-1202397,K3Be2H7C3O13,N/A,1.9380958970970181,0.2,1.5
mp-1205193,H7C2SNO2,N/A,1.329348276047633,0.2,1.5
mp-559733,GdH7C2SO8,N/A,3.124587920738782,0.2,1.5
mp-1195289,MnH7C3NO6,N/A,1.822220432174929,0.2,1.5
mp-1195497,CdH7C3NO6,N/A,2.284969779701669,0.2,1.5
mp-1238333,MnH7C3NO6,N/A,1.687688035778594,0.2,1.5
mp-1215839,ZnH7C3NO6,N/A,1.837949142425135,0.2,1.5
mp-1220171,NiH7C3NO6,N/A,1.827228619642367,0.2,1.5
mp-1221775,MnH7C3NO6,N/A,1.660795290488574,0.2,1.5
mp-1225140,FeH7C3NO6,N/A,1.722943002063198,0.2,1.5
mp-1226146,CoH7C3NO6,N/A,1.796013773,0.2,1.5
mp-1204121,CoH7C4(NO3)2,N/A,1.520654548333416,0.2,1.5
mp-1197067,H7C2SNO,N/A,1.008566899815536,0.2,1.5
mp-1203131,SrPH7CO6,N/A,1.960773655105025,0.2,1.5
mp-542041,PH7CN2O5,N/A,1.718159945658008,0.2,1.5
mp-1195834,La2B5H7(C2O7)2,N/A,2.7163707703143603,0.2,1.5
mp-1182659,CuH7C3SN3O4,N/A,1.469617248624889,0.2,1.5
mp-1198829,BH7C2N4OF4,N/A,1.634887187519758,0.2,1.5
mp-1199239,CuP2H7C2NO6,N/A,2.341879263285245,0.2,1.5
mp-555080,PH7CN3O3F,N/A,1.639544544518119,0.2,1.5
mp-699466,ZnPH7C2N4O5,N/A,2.302206732312624,0.2,1.5
mp-705524,CuH7C3SN3O4,N/A,1.699367942437434,0.2,1.5
mp-1201712,H7C2S2N4ClO3,N/A,1.662301949025263,0.2,1.5
mp-1192921,SnH7C2SeClO3,N/A,2.527009710963037,0.2,1.5
mp-1199360,SnH7C3NO5F,N/A,2.400716707121988,0.2,1.5
mp-1204845,H7C2SN4ClO4,N/A,1.4216427110571401,0.2,1.5
mp-1202100,Al3P3H7CNO13,N/A,2.177748196496805,0.2,1.5
mp-555128,H8C3O2,N/A,1.069373036893314,0.2,1.5
mp-542782,H8C3(NO)3,N/A,1.391182960316177,0.2,1.5
mp-559139,H8C3N2O,N/A,1.219814119691499,0.2,1.5
mp-708965,H8C3(NO)4,N/A,1.433719129144866,0.2,1.5
mp-734124,H8C2(N2O)3,N/A,1.526486718825125,0.2,1.5
mp-772431,CoH8(CO5)2,N/A,1.961541538873481,0.2,1.5
mp-772564,NiH8(CO5)2,N/A,2.030538480947009,0.2,1.5
mp-1197148,H8C2N6O7,N/A,1.4201469706127972,0.2,1.5
mp-1200121,CoH8(CO2)4,N/A,1.9214595577429092,0.2,1.5
mp-1203656,B5H8CO6,N/A,1.524764183679244,0.2,1.5
mp-1204724,ThH8(CO3)4,N/A,2.927256790206958,0.2,1.5
mp-1237806,H8C2N6O7,N/A,1.608135002665104,0.2,1.5
mp-542176,CuH8C4O5,N/A,1.823156357536655,0.2,1.5
mp-698274,ZnH8(CO2)4,N/A,2.018232111708852,0.2,1.5
mp-1204386,CoH8(CO4)2,N/A,1.9927179978491862,0.2,1.5
mp-1181376,H8C3N2O,N/A,1.132562704975375,0.2,1.5
mp-644330,H8C3N2O,N/A,1.841515176883937,0.2,1.5
mp-561405,SnH8(CO)4,N/A,2.122893295652599,0.2,1.5
mp-1233260,MgCu4H8(CO5)2,N/A,2.8953684287418833,0.2,1.5
mp-1234265,MgCu4H8(CO5)2,N/A,2.949458353184494,0.2,1.5
mp-1235090,LiCu4H8(CO5)2,N/A,3.036789669431457,0.2,1.5
mp-583429,CuH8C6(N3O)2,N/A,1.5684588390417131,0.2,1.5
mp-707928,H8C2S3(NO3)2,N/A,1.636656503825653,0.2,1.5
mp-1194681,MgH8C4(NO3)2,N/A,1.4284333803924332,0.2,1.5
mp-1195088,NiH8C4(NO3)2,N/A,1.210056040760366,0.2,1.5
mp-1195352,ZnH8C4(NO3)2,N/A,1.079282558313349,0.2,1.5
mp-1200933,H8CBrN5O3,N/A,1.9132022145396372,0.2,1.5
mp-1204636,H8CN5ClO3,N/A,1.748545722964379,0.2,1.5
mp-1204872,ZrH8Pb(C3O8)2,N/A,2.943013877650076,0.2,1.5
mp-23666,AsH8CN3O4,N/A,1.942363460316662,0.2,1.5
mp-24350,K2CoH8(CO5)2,N/A,2.220639965280453,0.2,1.5
mp-24573,K2NiH8(CO5)2,N/A,2.249729384,0.2,1.5
mp-24606,Rb2MgH8(CO5)2,N/A,2.460301789291311,0.2,1.5
mp-24623,Rb2NiH8(CO5)2,N/A,2.535778995,0.2,1.5
mp-24624,Rb2CoH8(CO5)2,N/A,2.675661174184744,0.2,1.5
mp-557521,PH8C2NO4,N/A,1.503001565069214,0.2,1.5
mp-560533,CuH8C4(NO3)2,N/A,1.713889133070898,0.2,1.5
mp-560827,MgH8C4(N3O2)2,N/A,1.419620018326319,0.2,1.5
mp-561521,PH8C2NO2,N/A,1.45442221,0.2,1.5
mp-600154,K2CuH8(CO3)4,N/A,2.043386579,0.2,1.5
mp-757963,K2MgH8(CO5)2,N/A,1.9969201016242581,0.2,1.5
mp-770604,Li2CoH8(CO5)2,N/A,2.134882154149041,0.2,1.5
mp-771916,Li2NiH8(CO5)2,N/A,2.198467679157188,0.2,1.5
mp-1195584,MnH8C4(NO3)2,N/A,1.680850120963583,0.2,1.5
mp-1198761,LiH8C4O5F9,N/A,1.767940821566434,0.2,1.5
mp-1198963,K5TbH8(CO2)8,N/A,2.227480003416997,0.2,1.5
mp-1200731,HoH8C2O8F,N/A,2.602439610234769,0.2,1.5
mp-1203091,CaP2H8(CO3)2,N/A,1.871840887282112,0.2,1.5
mp-735556,Na2CoH8(CO5)2,N/A,2.205797559207646,0.2,1.5
mp-738684,K5YH8(CO2)8,N/A,2.061079762522368,0.2,1.5
mp-770598,Li2CoH8(CO5)2,N/A,2.163698331402957,0.2,1.5
mp-557319,InH8C4NO10,N/A,2.055009355611988,0.2,1.5
mp-557853,TiH8C4NO10,N/A,1.7980300629064052,0.2,1.5
mp-557562,TiH8C4NO10,N/A,1.802494494511655,0.2,1.5
mp-1198574,MgH8C3(NO3)2,N/A,1.520197532069139,0.2,1.5
mp-1201582,CoH8C3(NO3)2,N/A,1.7925853464680022,0.2,1.5
mp-1201531,CaH8C2N4O5,N/A,1.8234247543677182,0.2,1.5
mp-1202123,H8CIN5O3,N/A,2.136431348972352,0.2,1.5
mp-1209730,TbH8C21(O2F3)5,N/A,2.183788983615024,0.2,1.5
mp-1210388,NaH8CN5O3,N/A,1.507156355,0.2,1.5
mp-1226333,CoH8C6(N3O)2,N/A,1.528599241029049,0.2,1.5
mp-1412519,Na2Cu3H8(CO2)8,N/A,2.101494884015084,0.2,1.5
mp-510474,Na2Cu3H8(CO2)8,N/A,2.148400006,0.2,1.5
mp-690771,H8CS(NO)4,N/A,1.708509952659768,0.2,1.5
mp-695996,BaH8C6(N3O4)2,N/A,2.301509593814652,0.2,1.5
mp-746681,VH8C2NO3,N/A,1.622014196,0.2,1.5
mp-819752,VH8C2NO3,N/A,1.622014309399789,0.2,1.5
mp-1217479,ThUH8(C2O5)4,N/A,3.256711691,0.2,1.5
mp-1194711,MnH8C3(NO3)2,N/A,1.721790626986426,0.2,1.5
mp-1201835,ZnH8C3(NO3)2,N/A,1.930663319324923,0.2,1.5
mp-1216298,ZnH8C4(NO2)3,N/A,1.8816934235100682,0.2,1.5
mp-1220880,NiH8C4(NO2)3,N/A,1.890877134652068,0.2,1.5
mp-1222605,MnH8C4(NO2)3,N/A,1.683360449556068,0.2,1.5
mp-1226766,CoH8C4(NO2)3,N/A,1.853117926,0.2,1.5
mp-1016213,Sn3H8C2NO7,N/A,3.224869846670825,0.2,1.5
mp-560592,V3H8C2NO7,N/A,2.2330266104652052,0.2,1.5
mp-601243,ZnH8C4(NO3)2,N/A,1.571977652781257,0.2,1.5
mp-560730,H8CN2(ClO5)2,N/A,1.8473755828462082,0.2,1.5
mp-733936,Cs2MgH8(CO5)2,N/A,2.861616870978204,0.2,1.5
mp-758942,NaYH8(CO3)4,N/A,2.149364628124023,0.2,1.5
mp-1226401,CrH8C4NO10,N/A,1.8038037246649101,0.2,1.5
mp-708955,PH8C2NO4,N/A,1.54575313,0.2,1.5
mp-1197326,KLuH8(CO3)4,N/A,2.607968468503071,0.2,1.5
mp-1198950,KInH8(CO3)4,N/A,2.330800080106199,0.2,1.5
mp-1203109,H8C3S3N4O5,N/A,1.604483867403442,0.2,1.5
mp-759255,LiCoH8(CO5)2,N/A,2.009786523345942,0.2,1.5
mp-720519,KCd2H8C10N15O4,N/A,1.9059620665009152,0.2,1.5
mp-753955,K3H8RhC4(ClO6)2,N/A,2.234688855684279,0.2,1.5
mp-1197049,CdH8C2S2(NO)6,N/A,2.076740264831596,0.2,1.5
mp-1199373,AgH8C3S2ClO4,N/A,2.219628782143774,0.2,1.5
mp-1200002,UP2H8C2NO8,N/A,2.903481923096558,0.2,1.5
mp-1200711,Sb2H8C3SCl6O5,N/A,2.217042602,0.2,1.5
mp-1200994,CoH8C2N4(ClO2)2,N/A,1.858983261115205,0.2,1.5
mp-1204541,CoPH8C3N3O7,N/A,1.8635710448454872,0.2,1.5
mp-1205162,NpCrH8C2(NO2)4,N/A,3.084335375979038,0.2,1.5
mp-23777,H8C3SN(OF)3,N/A,1.546900510614447,0.2,1.5
mp-556025,MgH8C2S2(NO2)2,N/A,1.4173460727054121,0.2,1.5
mp-561476,PH8C2SNO2,N/A,1.283145541803041,0.2,1.5
mp-600228,H8RuC5N(ClO)3,N/A,1.8492768453275792,0.2,1.5
mp-605808,AgH8C4S3(OF)3,N/A,2.135782194472062,0.2,1.5
mp-697957,ZnH8C2I2(N2O)2,N/A,2.553470334154052,0.2,1.5
mp-709428,YH8C2S2NO9,N/A,2.230716040439843,0.2,1.5
mp-720829,VH8C2N2O6F,N/A,1.8828813660457642,0.2,1.5
mp-733848,CdRe2H8C2(N2O5)2,N/A,3.540373714763577,0.2,1.5
mp-767297,MnH8C2S2(NO2)2,N/A,1.555236555415236,0.2,1.5
mp-1198497,NaH8C2S2NO5,N/A,1.6350263806369911,0.2,1.5
mp-24145,CuP2H8CN2O5,N/A,2.172224183665853,0.2,1.5
mp-720842,BaH8PtC4(NO)4,N/A,3.078096930237101,0.2,1.5
mp-720904,BaH8PtC4(NO)4,N/A,3.060646978324293,0.2,1.5
mp-1196143,Na2U2MnH8(C3O7)4,N/A,3.239084406185278,0.2,1.5
mp-1201346,Na2U2FeH8(C3O7)4,N/A,3.205253979802615,0.2,1.5
mp-1201788,Na2U2CoH8(C3O7)4,N/A,3.255457505535267,0.2,1.5
mp-1202403,Na2U2ZnH8(C3O7)4,N/A,3.232083447730664,0.2,1.5
mp-1210735,MgH8C6S2(NO4)2,N/A,1.811302534785352,0.2,1.5
mp-1214326,CaH8C6S2(NO4)2,N/A,1.808543583039605,0.2,1.5
mp-24664,ZnH8C2N4(ClO)2,N/A,1.8004917272273322,0.2,1.5
mp-556725,CuH8C2Br3NO,N/A,2.740546752352614,0.2,1.5
mp-560249,SiH8C2NClO,N/A,1.217517903792801,0.2,1.5
mp-567268,GdH8C10N(O2F3)4,N/A,2.216251126417679,0.2,1.5
mp-696290,CuH8C4N8(ClO)2,N/A,1.806313737311589,0.2,1.5
mp-1205234,AgH8C3S2ClO4,N/A,2.203294128311858,0.2,1.5
mp-559423,AgH8C5S2O2F3,N/A,2.027577278105089,0.2,1.5
mp-605676,AgH8C7S2O2F7,N/A,2.119016596753227,0.2,1.5
mp-1215373,ZrH8C2S(OF2)2,N/A,2.017252228381348,0.2,1.5
mp-1205066,K2Fe2H8C4Cl2O13,N/A,2.048442607660293,0.2,1.5
mp-1217853,SrZrCdH8(C4O11)2,N/A,2.177261082828681,0.2,1.5
mp-605006,LiH8C2S2NO5,N/A,1.6692228178637372,0.2,1.5
mp-1196575,H8C2SBrNO,N/A,1.714562447375624,0.2,1.5
mp-1200006,AgH8C3S2NO3,N/A,2.117953827374915,0.2,1.5
mp-1204696,Al3P3H8C2NO13,N/A,2.221051771966876,0.2,1.5
mp-1198412,SmFeH8C6(N3O2)2,N/A,1.9109221604865292,0.2,1.5
mp-1200936,ErCoH8C6(N3O2)2,N/A,2.382799234125843,0.2,1.5
mp-1201732,PrFeH8C6(N3O2)2,N/A,1.808787538256424,0.2,1.5
mp-745208,DyFeH8C6(N3O2)2,N/A,2.284074520467843,0.2,1.5
mp-698271,Ca3Ni2H8C10(S4O13)2,N/A,1.8305402083146491,0.2,1.5
mp-1196128,LiAlH8C16(O2F9)4,N/A,2.031863901034636,0.2,1.5
mp-698491,NaCa2Al4H8C4ClO20,N/A,2.434357559123553,0.2,1.5
mp-1198405,NaCuPH8C2SO8,N/A,2.267038164796222,0.2,1.5
mp-1203521,CdRe2H8C2S2(NO2)4,N/A,3.202063588351104,0.2,1.5
mp-560581,LiBeH8CNOF4,N/A,1.5178787625642611,0.2,1.5
mp-698272,Mo3H8C4SN2Cl6O7,N/A,2.271859026623043,0.2,1.5
mp-708964,Al2P2H8C2NO8F,N/A,2.084886215583782,0.2,1.5
mp-1215002,Ag2H8C2S2N5ClO3,N/A,2.575937398817746,0.2,1.5
mp-721059,H8AuC2S2N4ClO4,N/A,2.666378056598836,0.2,1.5
mp-24765,KHoH8RuC6(N3O2)2,N/A,2.5907501600899643,0.2,1.5
mp-1204309,SbH8C2S2Br3N4O,N/A,2.297533106,0.2,1.5
mp-23668,H9C4NO4,N/A,1.313154168,0.2,1.5
mp-558863,H9C5NO5,N/A,1.419280731143128,0.2,1.5
mp-998880,H9C8NO2,N/A,1.224221525412422,0.2,1.5
mp-1196548,H9C8NO9,N/A,1.627680662244493,0.2,1.5
mp-707917,H9C2N11O8,N/A,1.7559590253508932,0.2,1.5
mp-1182415,BH9(CO)3,N/A,1.409276679359896,0.2,1.5
mp-558506,BH9(CO)3,N/A,1.148850750370912,0.2,1.5
mp-1212762,H9C2N11O2,N/A,1.432912235040894,0.2,1.5
mp-556151,H9C3N3O2,N/A,1.2664317486075851,0.2,1.5
mp-1199386,H9C2(N3O2)3,N/A,1.6071393097799072,0.2,1.5
mp-560734,VH9C3O4,N/A,1.612641618168068,0.2,1.5
mp-734137,H9C2N7O6,N/A,1.768082873321506,0.2,1.5
mp-583606,H9C2(NO)3,N/A,1.2738434754291381,0.2,1.5
mp-1196253,H9CN7O3,N/A,1.452987676137971,0.2,1.5
mp-1220124,PH9C(NO)4,N/A,1.586997855780065,0.2,1.5
mp-1181051,Mo2H9C2NO7,N/A,2.032972631559089,0.2,1.5
mp-1199739,Mo2H9C2NO7,N/A,2.530680455511053,0.2,1.5
mp-1195900,CdH9C4(N2O3)3,N/A,2.3100341883835123,0.2,1.5
mp-1200336,H9C3S3NO5,N/A,1.499926380231922,0.2,1.5
mp-1200667,CoH9C3N7O2,N/A,1.569002765217198,0.2,1.5
mp-1201826,AgH9C2(NO)2,N/A,2.133016398577587,0.2,1.5
mp-1201841,NaH9Rh2C5O12,N/A,2.420735563090271,0.2,1.5
mp-510473,FeH9C3N7O2,N/A,1.588553910795513,0.2,1.5
mp-1199137,P2H12C4O3,N/A,1.047493117205377,0.2,1.5
mp-1200121,CoH8(CO2)4,N/A,1.9214595577429092,0.2,1.5
mp-1202150,ThH4(C2O5)2,N/A,3.241586070083646,0.2,1.5
mp-1202302,BaH6(C2O5)2,N/A,2.580844845055379,0.2,1.5
mp-1204724,ThH8(CO3)4,N/A,2.927256790206958,0.2,1.5
mp-1211095,MnH4(C2O3)2,N/A,1.7220863715515362,0.2,1.5
mp-1214914,BaH2(CO2)4,N/A,2.138431242304921,0.2,1.5
mp-542176,CuH8C4O5,N/A,1.823156357536655,0.2,1.5
mp-542783,Ba2H14C4O15,N/A,2.611011869724914,0.2,1.5
mp-690824,SrH6C4O7,N/A,2.220105197548022,0.2,1.5
mp-698274,ZnH8(CO2)4,N/A,2.018232111708852,0.2,1.5
mp-699317,Na2H6C4O7,N/A,1.804437703371456,0.2,1.5
mp-705527,ReH(CO)4,N/A,3.139882994782576,0.2,1.5
mp-1201866,H2C4(OF2)3,N/A,2.099743389,0.2,1.5
mp-726434,Mo2H3(CO2)4,N/A,2.4326039045730923,0.2,1.5
mp-1195133,CaH6(C2O3)2,N/A,1.8838241705157062,0.2,1.5
mp-1202429,FeH7(CO2)4,N/A,2.054496486601504,0.2,1.5
mp-1215145,Ba2H2C4O9,N/A,3.157187389809125,0.2,1.5
mp-555083,Na3H5(CO2)4,N/A,1.736185891217168,0.2,1.5
mp-560323,H11C4NO10,N/A,1.578345131789122,0.2,1.5
mp-698158,VH7(CO2)4,N/A,1.8797241850597142,0.2,1.5
mp-721753,CsH7(C2O5)2,N/A,2.240597614991597,0.2,1.5
mp-722571,ReH(CO)4,N/A,3.000322126,0.2,1.5
mp-723120,BaH6C4O7,N/A,2.5562722495241053,0.2,1.5
mp-730460,Na5H3(CO3)4,N/A,2.402627586021559,0.2,1.5
mp-734199,MnH(CO)4,N/A,1.8250069399868192,0.2,1.5
mp-1212804,H7C4(N3O2)3,N/A,1.523771585848654,0.2,1.5
mp-1182715,CuH6(CO2)4,N/A,1.882521706352105,0.2,1.5
mp-600167,CuH6(CO2)4,N/A,1.923122908823124,0.2,1.5
mp-561405,SnH8(CO)4,N/A,2.122893295652599,0.2,1.5
mp-720869,H12C4N2O9,N/A,1.560266131675118,0.2,1.5
mp-1193570,NaH3C4O5,N/A,1.672340891968477,0.2,1.5
mp-1196220,TbH7C4O11,N/A,2.549009549458692,0.2,1.5
mp-554793,YH7C4O11,N/A,2.136639712781457,0.2,1.5
mp-698287,YH2C4O9,N/A,1.8870268558688341,0.2,1.5
mp-1199165,SiH12(CO)4,N/A,1.151419623321305,0.2,1.5
mp-1173843,Na3H12Ru2(C2O9)2,N/A,2.4401194486218563,0.2,1.5
mp-1217885,U12Cd4H6C4O51,N/A,5.856364045947322,0.2,1.5
mp-698263,KYH4C4O9,N/A,2.360409097614805,0.2,1.5
mp-1196609,CaH4C4(SO)4,N/A,1.646282725117517,0.2,1.5
mp-1213514,CsU2H(C2O7)2,N/A,3.731396898239479,0.2,1.5
mp-1238514,CsTiH10C4O13,N/A,2.374906595045386,0.2,1.5
mp-554037,KU2H5C4O15,N/A,3.563207547848926,0.2,1.5
mp-562903,CoH18C4N7O8,N/A,1.558149038687092,0.2,1.5
mp-600238,NbH12C4NO13,N/A,1.571847515344158,0.2,1.5
mp-605374,CsU2H3(C2O7)2,N/A,4.007215355455374,0.2,1.5
mp-605406,RbU2H5C4O15,N/A,3.736371120028061,0.2,1.5
mp-706446,CsTiH10C4O13,N/A,2.192930798008052,0.2,1.5
mp-1195683,Na5LuH4(C2O7)2,N/A,2.755387125154389,0.2,1.5
mp-24144,Na5ScH4(C2O7)2,N/A,2.300879629164196,0.2,1.5
mp-559038,CuH12C4(NO)6,N/A,1.888170931188648,0.2,1.5
mp-1106046,CrH4C4NO10,N/A,1.739889072546875,0.2,1.5
mp-1189653,KCrH4(C2O5)2,N/A,2.027492043566869,0.2,1.5
mp-698264,CsVH12(C2O7)2,N/A,2.116450706802703,0.2,1.5
mp-752822,RbCrH4(C2O5)2,N/A,2.249548499269597,0.2,1.5
mp-1179202,SrCuH4(CO2)4,N/A,1.699810704926454,0.2,1.5
mp-1194707,H18RhC4N7O8,N/A,1.5741594978321611,0.2,1.5
mp-1205438,SrCuH4(CO2)4,N/A,2.3796609007748453,0.2,1.5
mp-23686,CaCuH4(CO2)4,N/A,2.225759353168441,0.2,1.5
mp-559223,GdH6C4NO9,N/A,2.627263069417598,0.2,1.5
mp-600520,SrCuH4(CO2)4,N/A,2.264070241087271,0.2,1.5
mp-698351,AgH6C4(NO)2,N/A,2.5813264653124293,0.2,1.5
mp-727956,MnPH2(CO)4,N/A,1.8439110155241951,0.2,1.5
mp-1181352,Mo2H12C4N2O15,N/A,2.173182395900358,0.2,1.5
mp-1181609,Mo2H12C4N2O15,N/A,1.610506907757085,0.2,1.5
mp-1181627,CuH14C4(NO2)4,N/A,1.5046372690102832,0.2,1.5
mp-1181838,CuH14C4(NO2)4,N/A,1.722268415988525,0.2,1.5
mp-1182523,CuH14C4(NO2)4,N/A,1.475770532229451,0.2,1.5
mp-1194681,MgH8C4(NO3)2,N/A,1.4284333803924332,0.2,1.5
mp-1195088,NiH8C4(NO3)2,N/A,1.210056040760366,0.2,1.5
mp-1195352,ZnH8C4(NO3)2,N/A,1.079282558313349,0.2,1.5
mp-1195487,Na4Cd3H2(C2O7)2,N/A,3.684018441868738,0.2,1.5
mp-1195900,CdH9C4(N2O3)3,N/A,2.3100341883835123,0.2,1.5
mp-1196260,Sn2MoH12C4O5,N/A,2.439167736948908,0.2,1.5
mp-1196673,K2CoH12(C2O7)2,N/A,1.908200964293763,0.2,1.5
mp-1196938,K2Mo2H4C4O15,N/A,2.463874014885985,0.2,1.5
mp-1197145,HgH6C4(N2O)2,N/A,2.822401581195055,0.2,1.5
mp-1198633,ZnH20C4(N5O6)2,N/A,1.828490897118697,0.2,1.5
mp-1198888,LaH16C4Cl3O4,N/A,1.789832524,0.2,1.5
mp-1199425,CuH14C4(NO2)4,N/A,1.699449691373313,0.2,1.5
mp-1199760,UH18C4N10O13,N/A,2.030619841,0.2,1.5
mp-1201659,MgH20C4(N5O6)2,N/A,1.478080224,0.2,1.5
mp-1201731,UH16C4(NO3)2,N/A,2.6132999334329643,0.2,1.5
mp-1201889,KH13C4(NO)2,N/A,1.070985185655108,0.2,1.5
mp-1203168,Sn2H12C4Cl2O,N/A,2.004355264,0.2,1.5
mp-1203496,UH12C4S3O8,N/A,2.649845943,0.2,1.5
mp-1205249,H13C4S2NO6,N/A,1.341353282219919,0.2,1.5
mp-1207713,ZnH7C4N3O7,N/A,2.084540964313072,0.2,1.5
mp-1207872,VH4C4O6F,N/A,2.036627552045607,0.2,1.5
mp-1210542,NiH20C4(N5O6)2,N/A,1.606725391611256,0.2,1.5
mp-1211082,Na2CrH5C4O11,N/A,1.977012356998062,0.2,1.5
mp-1211657,MnH7C4N3O7,N/A,1.9215347180919662,0.2,1.5
mp-1212361,KH2C4N3O4,N/A,1.088678308203301,0.2,1.5
mp-1212586,HC4NCl2O3,N/A,1.6471683213337371,0.2,1.5
mp-1212673,H12PdC4(NO5)2,N/A,1.8738944752758022,0.2,1.5
mp-1212700,HAuC4(N2O)2,N/A,2.628252361469591,0.2,1.5
mp-1213436,FeH12C4(N9O2)2,N/A,1.756619642231458,0.2,1.5
mp-1214088,CoH20C4(N5O6)2,N/A,1.588989987360321,0.2,1.5
mp-1222198,MgZnH12(CO3)4,N/A,1.8957585660598941,0.2,1.5
mp-554044,K2NiH12(C2O7)2,N/A,1.985438682,0.2,1.5
mp-554482,Rb2Mo2H4C4O15,N/A,2.734080201822887,0.2,1.5
mp-554484,CeH16C4Cl3O4,N/A,1.905142098,0.2,1.5
mp-557512,LaH4C4NO8,N/A,2.650979109605645,0.2,1.5
mp-558003,UH12C4N4O11,N/A,2.265740268364823,0.2,1.5
